"index","description","branch_id","location","request_id","rating"
"1187","Meal","69","LATAM","4140","5"
"1188","Laundry","40","EMEA","4146","5"
"1189","Meal","50","EMEA","4147","4"
"1190","Meal","63","EMEA","4150","4"
"1191","Laundry","23","EMEA","4152","5"
"1192","Meal","62","EMEA","4153","5"
"1193","Meal","30","EMEA","4154","4"
"1194","Meal","13","EMEA","4155","4"
"1195","Meal","45","EMEA","4156","4"
"1196","Meal","14","EMEA","4160","4"
"1197","Meal","57","LATAM","4164","4"
"1198","Meal","45","EMEA","4168","4"
"1199","Meal","7","EMEA","4169","4"
"1200","Meal","34","EMEA","4174","4"
"1201","Laundry","23","EMEA","4177","4"
"1202","Meal","69","LATAM","4180","4"
"1203","Laundry","63","EMEA","4184","4"
"1204","Laundry","50","EMEA","4187","4"
"1205","Meal","42","LATAM","4188","5"
"1206","Laundry","86","EMEA","4191","3"
"1207","Meal","42","LATAM","4193","5"
"1208","Meal","74","EMEA","4197","4"
"1209","Meal","64","LATAM","4200","4"
"1210","Meal","51","LATAM","4201","5"
"1211","Laundry","90","EMEA","4202","4"
"1212","Laundry","83","EMEA","4203","4"
"1213","Meal","34","EMEA","4207","5"
"1214","Meal","37","LATAM","4208","5"
"1215","Meal","57","LATAM","4217","4"
"1216","Laundry","94","EMEA","4222","4"
"1217","Laundry","50","EMEA","4225","4"
"1218","Laundry","81","EMEA","4228","4"
"1219","Meal","75","LATAM","4234","4"
"1220","Meal","64","LATAM","4235","3"
"1221","Meal","10","EMEA","4243","4"
"1222","Meal","51","LATAM","4247","5"
"1223","Laundry","72","LATAM","4255","4"
"1224","Meal","40","EMEA","4259","5"
"1225","Laundry","63","EMEA","4262","4"
"1226","Laundry","60","LATAM","4263","3"
"1227","Laundry","70","LATAM","4265","5"
"1228","Meal","57","LATAM","4270","4"
"1229","Meal","13","EMEA","4272","5"
"1230","Meal","16","LATAM","4275","4"
"1231","Meal","95","EMEA","4277","4"
"1232","Meal","10","EMEA","4279","4"
"1233","Laundry","92","EMEA","4280","4"
"1234","Meal","41","LATAM","4283","4"
"1235","Laundry","68","EMEA","4286","5"
"1236","Laundry","81","EMEA","4289","3"
"1237","Laundry","21","EMEA","4293","3"
"1238","Meal","82","EMEA","4297","4"
"1239","Meal","14","EMEA","4300","4"
"1240","Laundry","44","EMEA","4301","5"
"1241","Meal","21","EMEA","4302","3"
"1242","Laundry","47","EMEA","4308","4"
"1243","Laundry","37","LATAM","4310","5"
"1244","Meal","13","EMEA","4313","4"
"1245","Laundry","92","EMEA","4315","4"
"1246","Meal","75","LATAM","4316","4"
"1247","Meal","34","EMEA","4318","4"
"1248","Meal","13","EMEA","4320","5"
"1249","Laundry","93","LATAM","4321","4"
"1250","Laundry","34","EMEA","4329","5"
"1251","Laundry","87","LATAM","4333","4"
"1252","Meal","13","EMEA","4338","5"
"1253","Meal","27","EMEA","4339","4"
"1254","Meal","1","LATAM","4340","3"
"1255","Meal","1","LATAM","4342","4"
"1256","Laundry","40","EMEA","4343","5"
"1257","Laundry","47","EMEA","4346","3"
"1258","Meal","1","LATAM","4347","4"
"1259","Meal","7","EMEA","4349","4"
"1260","Laundry","30","EMEA","4350","5"
"1261","Meal","13","EMEA","4352","4"
"1262","Laundry","34","EMEA","4358","5"
"1263","Laundry","72","LATAM","4362","5"
"1264","Meal","27","EMEA","4366","4"
"1265","Meal","21","EMEA","4375","4"
"1266","Meal","10","EMEA","4378","5"
"1267","Laundry","47","EMEA","4388","3"
"1268","Meal","30","EMEA","4391","5"
"1269","Meal","41","LATAM","4398","3"
"1270","Laundry","70","LATAM","4401","4"
"1271","Meal","72","LATAM","4403","4"
"1272","Meal","51","LATAM","4406","5"
"1273","Laundry","47","EMEA","4410","3"
"1274","Meal","11","EMEA","4413","3"
"1275","Laundry","42","LATAM","4416","5"
"1276","Laundry","87","LATAM","4418","3"
"1277","Meal","63","EMEA","4420","3"
"1278","Meal","62","EMEA","4421","4"
"1279","Laundry","92","EMEA","4423","3"
"1280","Meal","23","EMEA","4425","4"
"1281","Laundry","70","LATAM","4429","4"
"1282","Meal","66","EMEA","4432","5"
"1283","Laundry","26","LATAM","4437","5"
"1284","Laundry","79","EMEA","4439","4"
"1285","Meal","10","EMEA","4442","5"
"1286","Laundry","30","EMEA","4444","5"
"1287","Meal","72","LATAM","4449","5"
"1288","Meal","10","EMEA","4453","5"
"1289","Laundry","23","EMEA","4454","4"
"1290","Laundry","57","LATAM","4456","4"
"1291","Meal","10","EMEA","4461","5"
"1292","Laundry","62","EMEA","4464","5"
"1293","Laundry","64","LATAM","4467","4"
"1294","Laundry","51","LATAM","4468","5"
"1295","Laundry","14","EMEA","4473","4"
"1296","Meal","16","LATAM","4483","4"
"1297","Meal","90","EMEA","4484","5"
"1298","Laundry","44","EMEA","4500","5"
"1299","Laundry","70","LATAM","4501","5"
"1300","Laundry","81","EMEA","4503","4"
"1301","Meal","1","LATAM","4512","4"
"1302","Meal","29","EMEA","4515","4"
"1303","Laundry","64","LATAM","4518","4"
"1304","Meal","10","EMEA","4521","5"
"1305","Meal","14","EMEA","4530","4"
"1306","Meal","13","EMEA","4531","5"
"1307","Meal","16","LATAM","4535","4"
"1308","Meal","10","EMEA","4546","5"
"1309","Laundry","7","EMEA","4557","4"
"1310","Laundry","70","LATAM","4563","5"
"1311","Laundry","60","LATAM","4570","3"
"1312","Laundry","62","EMEA","4574","5"
"1313","Laundry","23","EMEA","4576","5"
"1314","Meal","21","EMEA","4582","4"
"1315","Meal","34","EMEA","4587","4"
"1316","Laundry","81","EMEA","4592","3"
"1317","Meal","11","EMEA","4595","4"
"1318","Meal","7","EMEA","4596","4"
"1319","Laundry","66","EMEA","4597","5"
"1320","Laundry","42","LATAM","4602","5"
"1321","Meal","47","EMEA","4603","4"
"1322","Meal","16","LATAM","4604","3"
"1323","Laundry","70","LATAM","4605","4"
"1324","Meal","27","EMEA","4606","4"
"1325","Meal","62","EMEA","4609","5"
"1326","Meal","16","LATAM","4612","4"
"1327","Meal","21","EMEA","4616","4"
"1328","Laundry","27","EMEA","4617","3"
"1329","Laundry","11","EMEA","4621","4"
"1330","Meal","16","LATAM","4629","4"
"1331","Meal","27","EMEA","4632","4"
"1332","Meal","1","LATAM","4635","3"
"1333","Laundry","23","EMEA","4639","5"
"1334","Laundry","72","LATAM","4640","5"
"1335","Laundry","70","LATAM","4641","5"
"1336","Meal","26","LATAM","4645","5"
"1337","Laundry","60","LATAM","4654","4"
"1338","Meal","30","EMEA","4655","4"
"1339","Laundry","34","EMEA","4657","4"
"1340","Meal","45","EMEA","4663","3"
"1341","Laundry","74","EMEA","4664","5"
"1342","Meal","14","EMEA","4667","4"
"1343","Laundry","45","EMEA","4671","4"
"1344","Laundry","63","EMEA","4672","4"
"1345","Laundry","70","LATAM","4674","5"
"1346","Meal","27","EMEA","4676","4"
"1347","Meal","11","EMEA","4678","4"
"1348","Meal","7","EMEA","4679","4"
"1349","Meal","13","EMEA","4684","4"
"1350","Meal","50","EMEA","4685","4"
"1351","Laundry","14","EMEA","4687","4"
"1352","Laundry","37","LATAM","4689","4"
"1353","Meal","26","LATAM","4691","5"
"1354","Meal","23","EMEA","4696","5"
"1355","Laundry","41","LATAM","4699","3"
"1356","Laundry","95","EMEA","4702","4"
"1357","Laundry","27","EMEA","4703","4"
"1358","Meal","37","LATAM","4704","5"
"1359","Meal","30","EMEA","4716","4"
"1360","Meal","40","EMEA","4723","5"
"1361","Meal","27","EMEA","4732","4"
"1362","Meal","16","LATAM","4734","4"
"1363","Laundry","74","EMEA","4736","5"
"1364","Meal","1","LATAM","4737","4"
"1365","Laundry","10","EMEA","4739","5"
"1366","Meal","42","LATAM","4743","4"
"1367","Meal","62","EMEA","4744","5"
"1368","Laundry","82","EMEA","4746","5"
"1369","Laundry","82","EMEA","4748","5"
"1370","Laundry","72","LATAM","4749","5"
"1371","Meal","63","EMEA","4765","3"
"1372","Laundry","64","LATAM","4772","4"
"1373","Meal","62","EMEA","4775","4"
"1374","Laundry","87","LATAM","4779","4"
"1375","Laundry","40","EMEA","4782","5"
"1376","Laundry","63","EMEA","4784","4"
"1377","Meal","29","EMEA","4793","4"
"1378","Meal","29","EMEA","4803","4"
"1379","Laundry","92","EMEA","4805","4"
"1380","Meal","47","EMEA","4808","3"
"1381","Laundry","30","EMEA","4814","4"
"1382","Laundry","29","EMEA","4816","5"
"1383","Meal","37","LATAM","4819","5"
"1384","Laundry","79","EMEA","4823","4"
"1385","Meal","26","LATAM","4832","5"
"1386","Meal","26","LATAM","4833","5"
"1387","Laundry","37","LATAM","4843","4"
"1388","Meal","29","EMEA","4846","5"
"1389","Meal","70","LATAM","4847","4"
"1390","Meal","51","LATAM","4849","5"
"1391","Meal","81","EMEA","4858","4"
"1392","Laundry","60","LATAM","4860","3"
"1393","Meal","7","EMEA","4870","4"
"1394","Laundry","44","EMEA","4872","4"
"1395","Meal","23","EMEA","4881","5"
"1396","Meal","7","EMEA","4885","3"
"1397","Laundry","51","LATAM","4887","5"
"1398","Meal","37","LATAM","4892","4"
"1399","Laundry","34","EMEA","4893","5"
"1400","Meal","37","LATAM","4895","5"
"1401","Meal","14","EMEA","4901","4"
"1402","Meal","51","LATAM","4907","5"
"1403","Meal","27","EMEA","4908","4"
"1404","Laundry","79","EMEA","4915","5"
"1405","Laundry","42","LATAM","4916","5"
"1406","Laundry","75","LATAM","4928","3"
"1407","Meal","7","EMEA","4929","4"
"1408","Meal","30","EMEA","4931","5"
"1409","Meal","45","EMEA","4936","4"
"1410","Laundry","34","EMEA","4937","5"
"1411","Meal","41","LATAM","4947","4"
"1412","Meal","21","EMEA","4948","4"
"1413","Laundry","90","EMEA","4949","5"
"1414","Meal","81","EMEA","4954","4"
"1415","Meal","26","LATAM","4958","5"
"1416","Meal","7","EMEA","4966","4"
"1417","Meal","34","EMEA","4968","5"
"1418","Laundry","29","EMEA","4972","5"
"1419","Meal","29","EMEA","4980","5"
"1420","Meal","13","EMEA","4984","5"
"1421","Laundry","50","EMEA","4993","3"
"1422","Laundry","34","EMEA","4995","5"
"1423","Meal","64","LATAM","4997","3"
"1424","Meal","57","LATAM","4998","4"
"1425","Laundry","94","EMEA","5002","5"
"1426","Meal","21","EMEA","5006","4"
"1427","Meal","23","EMEA","5007","5"
"1428","Laundry","63","EMEA","5009","4"
"1429","Laundry","47","EMEA","5017","4"
"1430","Laundry","27","EMEA","5018","4"
"1431","Meal","83","EMEA","5021","4"
"1432","Laundry","50","EMEA","5024","4"
"1433","Laundry","45","EMEA","5025","4"
"1434","Laundry","87","LATAM","5028","4"
"1435","Laundry","79","EMEA","5034","5"
"1436","Laundry","81","EMEA","5036","3"
"1437","Meal","30","EMEA","5044","4"
"1438","Laundry","50","EMEA","5046","3"
"1439","Meal","7","EMEA","5049","4"
"1440","Laundry","26","LATAM","5052","4"
"1441","Meal","68","EMEA","5055","5"
"1442","Laundry","23","EMEA","5056","5"
"1443","Meal","13","EMEA","5058","4"
"1444","Meal","64","LATAM","5059","4"
"1445","Meal","1","LATAM","5060","4"
"1446","Laundry","63","EMEA","5065","3"
"1447","Laundry","60","LATAM","5067","4"
"1448","Meal","23","EMEA","5069","5"
"1449","Meal","50","EMEA","5076","4"
"1450","Laundry","26","LATAM","5077","5"
"1451","Meal","45","EMEA","5086","4"
"1452","Laundry","75","LATAM","5088","4"
"1453","Meal","34","EMEA","5091","4"
"1454","Laundry","66","EMEA","5092","5"
"1455","Laundry","64","LATAM","5097","3"
"1456","Meal","1","LATAM","5100","3"
"1457","Meal","1","LATAM","5107","4"
"1458","Meal","29","EMEA","5108","5"
"1459","Laundry","64","LATAM","5115","4"
"1460","Laundry","83","EMEA","5125","4"
"1461","Laundry","50","EMEA","5127","4"
"1462","Laundry","68","EMEA","5129","4"
"1463","Laundry","45","EMEA","5130","4"
"1464","Meal","30","EMEA","5134","5"
"1465","Meal","21","EMEA","5136","4"
"1466","Laundry","37","LATAM","5137","4"
"1467","Laundry","86","EMEA","5140","4"
"1468","Laundry","70","LATAM","5141","5"
"1469","Laundry","45","EMEA","5143","3"
"1470","Laundry","60","LATAM","5148","4"
"1471","Meal","50","EMEA","5149","3"
"1472","Laundry","30","EMEA","5150","5"
"1473","Meal","23","EMEA","5151","5"
"1474","Laundry","29","EMEA","5153","5"
"1475","Meal","29","EMEA","5156","4"
"1476","Laundry","63","EMEA","5160","4"
"1477","Meal","37","LATAM","5161","5"
"1478","Laundry","37","LATAM","5164","4"
"1479","Meal","11","EMEA","5175","4"
"1480","Meal","11","EMEA","5177","4"
"1481","Meal","63","EMEA","5182","4"
"1482","Laundry","79","EMEA","5187","4"
"1483","Laundry","47","EMEA","5189","4"
"1484","Meal","27","EMEA","5191","4"
"1485","Laundry","82","EMEA","5195","4"
"1486","Meal","23","EMEA","5200","5"
"1487","Meal","14","EMEA","5201","4"
"1488","Meal","63","EMEA","5206","4"
"1489","Meal","13","EMEA","5208","4"
"1490","Meal","70","LATAM","5209","5"
"1491","Laundry","75","LATAM","5211","4"
"1492","Meal","63","EMEA","5219","4"
"1493","Meal","74","EMEA","5221","5"
"1494","Meal","40","EMEA","5229","5"
"1495","Meal","93","LATAM","5230","4"
"1496","Meal","27","EMEA","5232","4"
"1497","Meal","45","EMEA","5233","4"
"1498","Meal","70","LATAM","5237","5"
"1499","Meal","34","EMEA","5244","5"
"1500","Meal","29","EMEA","5251","5"
"1501","Meal","11","EMEA","5252","4"
"1502","Meal","26","LATAM","5255","4"
"1503","Laundry","34","EMEA","5256","5"
"1504","Meal","66","EMEA","5266","5"
"1505","Laundry","74","EMEA","5269","4"
"1506","Meal","13","EMEA","5271","5"
"1507","Laundry","64","LATAM","5272","4"
"1508","Laundry","70","LATAM","5275","4"
"1509","Meal","50","EMEA","5284","4"
"1510","Laundry","47","EMEA","5285","3"
"1511","Meal","1","LATAM","5300","4"
"1512","Laundry","63","EMEA","5309","4"
"1513","Laundry","27","EMEA","5315","4"
"1514","Meal","47","EMEA","5317","4"
"1515","Meal","16","LATAM","5321","4"
"1516","Laundry","23","EMEA","5325","5"
"1517","Meal","13","EMEA","5327","5"
"1518","Laundry","45","EMEA","5337","4"
"1519","Meal","10","EMEA","5340","5"
"1520","Meal","34","EMEA","5346","4"
"1521","Meal","29","EMEA","5351","5"
"1522","Laundry","86","EMEA","5354","4"
"1523","Meal","16","LATAM","5358","3"
"1524","Laundry","45","EMEA","5359","4"
"1525","Laundry","75","LATAM","5367","4"
"1526","Laundry","70","LATAM","5370","5"
"1527","Meal","21","EMEA","5371","4"
"1528","Laundry","26","LATAM","5375","5"
"1529","Laundry","69","LATAM","5376","4"
"1530","Meal","11","EMEA","5377","4"
"1531","Laundry","16","LATAM","5380","4"
"1532","Meal","50","EMEA","5390","4"
"1533","Laundry","50","EMEA","5395","3"
"1534","Laundry","26","LATAM","5396","5"
"1535","Meal","29","EMEA","5405","5"
"1536","Meal","1","LATAM","5409","3"
"1537","Meal","34","EMEA","5413","5"
"1538","Laundry","51","LATAM","5420","5"
"1539","Meal","37","LATAM","5421","5"
"1540","Laundry","98","EMEA","5427","4"
"1541","Laundry","72","LATAM","5428","4"
"1542","Meal","21","EMEA","5434","4"
"1543","Meal","7","EMEA","5442","4"
"1544","Meal","21","EMEA","5443","4"
"1545","Laundry","26","LATAM","5444","5"
"1546","Meal","1","LATAM","5448","4"
"1547","Meal","50","EMEA","5450","3"
"1548","Meal","7","EMEA","5453","4"
"1549","Laundry","7","EMEA","5455","4"
"1550","Meal","45","EMEA","5456","3"
"1551","Meal","14","EMEA","5457","4"
"1552","Laundry","27","EMEA","5460","4"
"1553","Meal","1","LATAM","5461","3"
"1554","Meal","21","EMEA","5464","3"
"1555","Meal","23","EMEA","5469","4"
"1556","Meal","40","EMEA","5471","5"
"1557","Laundry","70","LATAM","5480","5"
"1558","Laundry","11","EMEA","5483","4"
"1559","Meal","27","EMEA","5494","3"
"1560","Laundry","7","EMEA","5497","4"
"1561","Meal","1","LATAM","5498","4"
"1562","Laundry","51","LATAM","5499","5"
"1563","Laundry","21","EMEA","5503","3"
"1564","Laundry","30","EMEA","5510","5"
"1565","Meal","14","EMEA","5519","3"
"1566","Laundry","41","LATAM","5521","3"
"1567","Laundry","57","LATAM","5522","4"
"1568","Laundry","69","LATAM","5524","5"
"1569","Meal","1","LATAM","5539","3"
"1570","Meal","81","EMEA","5542","4"
"1571","Meal","50","EMEA","5550","4"
"1572","Meal","62","EMEA","5551","4"
"1573","Meal","13","EMEA","5553","5"
"1574","Meal","37","LATAM","5555","4"
"1575","Meal","16","LATAM","5556","4"
"1576","Laundry","13","EMEA","5557","5"
"1577","Meal","69","LATAM","5569","4"
"1578","Laundry","82","EMEA","5574","5"
"1579","Laundry","64","LATAM","5575","4"
"1580","Meal","50","EMEA","5577","4"
"1581","Laundry","70","LATAM","5578","5"
"1582","Meal","60","LATAM","5591","3"
"1583","Meal","11","EMEA","5595","3"
"1584","Meal","1","LATAM","5597","3"
"1585","Laundry","30","EMEA","5600","4"
"1586","Laundry","40","EMEA","5604","5"
"1587","Laundry","98","EMEA","5608","5"
"1588","Meal","1","LATAM","5610","3"
"1589","Meal","27","EMEA","5611","3"
"1590","Meal","11","EMEA","5619","3"
"1591","Laundry","45","EMEA","5622","4"
"1592","Laundry","51","LATAM","5624","5"
"1593","Laundry","44","EMEA","5625","5"
"1594","Laundry","50","EMEA","5630","3"
"1595","Meal","41","LATAM","5634","4"
"1596","Meal","74","EMEA","5636","4"
"1597","Laundry","60","LATAM","5637","4"
"1598","Meal","51","LATAM","5638","4"
"1599","Meal","26","LATAM","5643","4"
"1600","Laundry","30","EMEA","5654","5"
"1601","Laundry","41","LATAM","5657","4"
"1602","Laundry","14","EMEA","5663","4"
"1603","Meal","60","LATAM","5676","4"
"1604","Meal","23","EMEA","5683","5"
"1605","Meal","1","LATAM","5684","3"
"1606","Meal","27","EMEA","5689","3"
"1607","Meal","41","LATAM","5694","3"
"1608","Laundry","45","EMEA","5695","3"
"1609","Meal","81","EMEA","5701","3"
"1610","Meal","69","LATAM","5703","5"
"1611","Meal","30","EMEA","5707","4"
"1612","Meal","69","LATAM","5708","4"
"1613","Laundry","34","EMEA","5711","5"
"1614","Meal","13","EMEA","5723","5"
"1615","Laundry","66","EMEA","5725","4"
"1616","Meal","34","EMEA","5734","5"
"1617","Meal","50","EMEA","5735","4"
"1618","Laundry","94","EMEA","5736","5"
"1619","Meal","57","LATAM","5744","4"
"1620","Laundry","82","EMEA","5751","5"
"1621","Laundry","83","EMEA","5753","3"
"1622","Meal","37","LATAM","5754","5"
"1623","Laundry","44","EMEA","5756","4"
"1624","Meal","21","EMEA","5762","4"
"1625","Meal","7","EMEA","5763","4"
"1626","Meal","26","LATAM","5764","5"
"1627","Meal","1","LATAM","5769","4"
"1628","Meal","29","EMEA","5770","5"
"1629","Meal","7","EMEA","5771","4"
"1630","Meal","51","LATAM","5772","5"
"1631","Meal","11","EMEA","5779","4"
"1632","Meal","29","EMEA","5780","5"
"1633","Meal","60","LATAM","5781","4"
"1634","Meal","42","LATAM","5783","5"
"1635","Meal","81","EMEA","5784","4"
"1636","Meal","26","LATAM","5785","5"
"1637","Laundry","47","EMEA","5792","4"
"1638","Laundry","79","EMEA","5793","5"
"1639","Meal","21","EMEA","5794","4"
"1640","Meal","72","LATAM","5796","5"
"1641","Laundry","79","EMEA","5798","4"
"1642","Laundry","45","EMEA","5805","4"
"1643","Laundry","21","EMEA","5812","4"
"1644","Laundry","62","EMEA","5813","4"
"1645","Laundry","41","LATAM","5821","4"
"1646","Meal","30","EMEA","5832","4"
"1647","Laundry","29","EMEA","5834","4"
"1648","Meal","51","LATAM","5835","4"
"1649","Laundry","83","EMEA","5836","3"
"1650","Meal","37","LATAM","5842","5"
"1651","Meal","47","EMEA","5848","4"
"1652","Meal","60","LATAM","5850","3"
"1653","Laundry","60","LATAM","5854","4"
"1654","Meal","16","LATAM","5856","4"
"1655","Laundry","86","EMEA","5859","3"
"1656","Meal","45","EMEA","5861","4"
"1657","Meal","64","LATAM","5864","3"
"1658","Laundry","7","EMEA","5870","3"
"1659","Meal","68","EMEA","5872","5"
"1660","Meal","44","EMEA","5874","5"
"1661","Meal","47","EMEA","5876","3"
"1662","Meal","23","EMEA","5878","5"
"1663","Laundry","57","LATAM","5884","4"
"1664","Laundry","37","LATAM","5885","5"
"1665","Laundry","93","LATAM","5886","4"
"1666","Meal","11","EMEA","5889","4"
"1667","Laundry","64","LATAM","5892","3"
"1668","Laundry","10","EMEA","5895","5"
"1669","Meal","37","LATAM","5901","4"
"1670","Meal","64","LATAM","5905","3"
"1671","Meal","34","EMEA","5906","5"
"1672","Laundry","81","EMEA","5908","4"
"1673","Meal","34","EMEA","5911","4"
"1674","Laundry","60","LATAM","5913","4"
"1675","Meal","70","LATAM","5916","4"
"1676","Meal","63","EMEA","5917","4"
"1677","Laundry","57","LATAM","5922","3"
"1678","Meal","45","EMEA","5925","4"
"1679","Laundry","66","EMEA","5926","5"
"1680","Laundry","34","EMEA","5927","5"
"1681","Meal","26","LATAM","5930","4"
"1682","Meal","34","EMEA","5943","4"
"1683","Laundry","98","EMEA","5949","5"
"1684","Meal","44","EMEA","5954","5"
"1685","Meal","10","EMEA","5955","5"
"1686","Meal","13","EMEA","5956","4"
"1687","Meal","16","LATAM","5964","3"
"1688","Laundry","26","LATAM","5969","5"
"1689","Meal","57","LATAM","5972","3"
"1690","Laundry","47","EMEA","5985","4"
"1691","Laundry","30","EMEA","5986","5"
"1692","Meal","7","EMEA","5988","4"
"1693","Meal","7","EMEA","5990","3"
"1694","Laundry","10","EMEA","5991","5"
"1695","Laundry","37","LATAM","5994","4"
"1696","Laundry","34","EMEA","5998","4"
"1697","Laundry","62","EMEA","6000","4"
"1698","Meal","94","EMEA","6001","5"
"1699","Laundry","62","EMEA","6002","4"
"1700","Meal","42","LATAM","6004","5"
"1701","Meal","34","EMEA","6010","5"
"1702","Laundry","64","LATAM","6012","4"
"1703","Meal","41","LATAM","6024","4"
"1704","Meal","14","EMEA","6025","4"
"1705","Laundry","47","EMEA","6027","4"
"1706","Laundry","70","LATAM","6032","4"
"1707","Meal","27","EMEA","6037","4"
"1708","Laundry","70","LATAM","6042","5"
"1709","Meal","44","EMEA","6063","5"
"1710","Meal","34","EMEA","6064","4"
"1711","Meal","1","LATAM","6068","3"
"1712","Meal","21","EMEA","6069","4"
"1713","Meal","11","EMEA","6071","4"
"1714","Meal","14","EMEA","6073","3"
"1715","Laundry","57","LATAM","6076","4"
"1716","Meal","16","LATAM","6086","4"
"1717","Laundry","69","LATAM","6087","5"
"1718","Meal","23","EMEA","6090","4"
"1719","Meal","27","EMEA","6091","4"
"1720","Meal","75","LATAM","6093","4"
"1721","Meal","13","EMEA","6101","4"
"1722","Laundry","41","LATAM","6103","3"
"1723","Meal","7","EMEA","6108","4"
"1724","Meal","40","EMEA","6112","5"
"1725","Laundry","11","EMEA","6119","4"
"1726","Meal","21","EMEA","6129","4"
"1727","Laundry","45","EMEA","6130","4"
"1728","Meal","14","EMEA","6137","3"
"1729","Laundry","86","EMEA","6139","3"
"1730","Meal","11","EMEA","6140","3"
"1731","Meal","13","EMEA","6141","5"
"1732","Meal","16","LATAM","6145","4"
"1733","Meal","29","EMEA","6147","5"
"1734","Laundry","27","EMEA","6148","4"
"1735","Laundry","30","EMEA","6151","5"
"1736","Meal","70","LATAM","6162","5"
"1737","Laundry","92","EMEA","6165","4"
"1738","Laundry","40","EMEA","6168","4"
"1739","Laundry","92","EMEA","6174","4"
"1740","Meal","7","EMEA","6175","4"
"1741","Meal","44","EMEA","6180","5"
"1742","Laundry","45","EMEA","6182","4"
"1743","Laundry","26","LATAM","6184","4"
"1744","Laundry","95","EMEA","6192","4"
"1745","Meal","30","EMEA","6194","4"
"1746","Laundry","30","EMEA","6196","5"
"1747","Meal","45","EMEA","6206","4"
"1748","Laundry","45","EMEA","6211","4"
"1749","Meal","27","EMEA","6215","3"
"1750","Meal","37","LATAM","6221","5"
"1751","Laundry","83","EMEA","6224","4"
"1752","Meal","83","EMEA","6227","4"
"1753","Meal","92","EMEA","6232","4"
"1754","Meal","26","LATAM","6234","4"
"1755","Meal","21","EMEA","6236","3"
"1756","Meal","72","LATAM","6237","5"
"1757","Laundry","86","EMEA","6239","3"
"1758","Laundry","29","EMEA","6241","4"
"1759","Meal","1","LATAM","6242","4"
"1760","Meal","21","EMEA","6248","4"
"1761","Meal","10","EMEA","6249","4"
"1762","Meal","30","EMEA","6252","5"
"1763","Laundry","29","EMEA","6254","4"
"1764","Meal","16","LATAM","6262","4"
"1765","Meal","27","EMEA","6263","4"
"1766","Meal","29","EMEA","6265","4"
"1767","Laundry","30","EMEA","6277","5"
"1768","Laundry","47","EMEA","6278","4"
"1769","Meal","40","EMEA","6279","5"
"1770","Meal","14","EMEA","6280","4"
"1771","Meal","7","EMEA","6281","4"
"1772","Meal","68","EMEA","6289","5"
"1773","Laundry","72","LATAM","6292","4"
"1774","Meal","1","LATAM","6296","4"
"1775","Meal","41","LATAM","6303","4"
"1776","Meal","7","EMEA","6305","4"
"1777","Laundry","13","EMEA","6307","5"
"1778","Meal","37","LATAM","6308","5"
"1779","Meal","14","EMEA","6311","4"
"1780","Laundry","13","EMEA","6312","5"
"1781","Meal","11","EMEA","6314","3"
"1782","Meal","26","LATAM","6318","5"
"1783","Laundry","42","LATAM","6326","5"
"1784","Laundry","42","LATAM","6330","5"
"1785","Meal","16","LATAM","6332","4"
"1786","Meal","37","LATAM","6335","4"
"1787","Meal","30","EMEA","6342","5"
"1788","Meal","29","EMEA","6350","5"
"1789","Laundry","83","EMEA","6354","4"
"1790","Meal","21","EMEA","6356","4"
"1791","Laundry","30","EMEA","6357","5"
"1792","Meal","23","EMEA","6358","5"
"1793","Laundry","83","EMEA","6364","4"
"1794","Laundry","51","LATAM","6367","5"
"1795","Meal","16","LATAM","6370","3"
"1796","Meal","68","EMEA","6375","5"
"1797","Meal","42","LATAM","6377","4"
"1798","Laundry","47","EMEA","6379","3"
"1799","Meal","11","EMEA","6381","3"
"1800","Meal","10","EMEA","6385","5"
"1801","Meal","1","LATAM","6387","3"
"1802","Meal","26","LATAM","6389","4"
"1803","Meal","16","LATAM","6390","4"
"1804","Laundry","40","EMEA","6395","4"
"1805","Meal","72","LATAM","6398","5"
"1806","Laundry","51","LATAM","6399","5"
"1807","Meal","26","LATAM","6402","5"
"1808","Meal","16","LATAM","6403","3"
"1809","Laundry","11","EMEA","6406","3"
"1810","Laundry","47","EMEA","6407","4"
"1811","Meal","1","LATAM","6415","4"
"1812","Laundry","82","EMEA","6420","4"
"1813","Meal","47","EMEA","6422","4"
"1814","Meal","70","LATAM","6423","5"
"1815","Laundry","21","EMEA","6424","4"
"1816","Laundry","82","EMEA","6425","5"
"1817","Laundry","13","EMEA","6426","5"
"1818","Laundry","81","EMEA","6428","3"
"1819","Laundry","81","EMEA","6433","3"
"1820","Laundry","1","LATAM","6435","4"
"1821","Laundry","57","LATAM","6451","4"
"1822","Laundry","40","EMEA","6453","4"
"1823","Meal","64","LATAM","6454","4"
"1824","Meal","11","EMEA","6459","4"
"1825","Laundry","63","EMEA","6460","4"
"1826","Laundry","40","EMEA","6462","5"
"1827","Laundry","64","LATAM","6463","3"
"1828","Laundry","10","EMEA","6465","4"
"1829","Laundry","30","EMEA","6466","5"
"1830","Meal","66","EMEA","6467","5"
"1831","Laundry","45","EMEA","6469","4"
"1832","Meal","30","EMEA","6471","5"
"1833","Laundry","62","EMEA","6478","4"
"1834","Meal","27","EMEA","6479","4"
"1835","Meal","75","LATAM","6485","3"
"1836","Laundry","82","EMEA","6487","5"
"1837","Meal","60","LATAM","6491","4"
"1838","Meal","37","LATAM","6493","5"
